Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
Business sustainability reporting and assurance and sustainable development goals,"Z. Rezaee, Saeid Homayoun, Nick J. Rezaee, Ehsan Poursoleyman",10.1108/maj-10-2022-3722,https://doi.org/10.1108/maj-10-2022-3722,Managerial Auditing Journal,5,2023,Socially responsible firms adopting sustainable development goals are more likely to issue sustainability reports and obtain assurance statements.
"Social media perceptions, readiness and usage in fostering sustainable growth of micro and small enterprises in Uganda","Kasimu Sendawula, Saadat Nakyejwe Lubowa Kimuli, P. Turyakira, G. Kibanja",10.1108/ajems-08-2021-0378,https://doi.org/10.1108/ajems-08-2021-0378,African Journal of Economic and Management Studies,7,2022,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on the influence of social media perception, readiness and usage on sustainable growth of micro and small enterprises in Uganda."
Accounting for Sustainability Governance: The Enabling Role of Social and Environmental Accountability Research,L. Rinaldi,10.1080/0969160X.2019.1578675,https://doi.org/10.1080/0969160X.2019.1578675,Social and Environmental Accountability Journal,13,2019,The paper critically examines the challenges and tools investigated by accounting researchers for achieving sustainability governance.
An empirical study for mitigating sustainable cloud computing challenges using ISM-ANN,"H. Alwageed, Ismail Keshta, Rafiq Ahmad Khan, Abdulrahman Alzahrani, Muhammad Usman Tariq, Anwar Ghani",10.1371/journal.pone.0308971,https://doi.org/10.1371/journal.pone.0308971,PLoS ONE,1,2024,"This paper proposes a model to mitigate challenges in achieving sustainable cloud computing, but does not directly address social sustainability reporting readiness in software services."
The determinants of sustainability reporting: evidence from Saudi petrochemical companies,Mohammad Q. Alshhadat,10.1108/jfra-04-2023-0216,https://doi.org/10.1108/jfra-04-2023-0216,Journal of Financial Reporting & Accounting,10,2023,"The paper examines the determinants of sustainability reporting in Saudi petrochemical companies, including cultural aspects, compliance, competitiveness, reputation, and legitimacy."
Determinants of sustainability reporting: Empirical evidence from East African Countries,"H. Maama, S. Gani",10.21511/ppm.20(2).2022.46,https://doi.org/10.21511/ppm.20(2).2022.46,Problems and Perspectives in Management,5,2022,"Firm-specific characteristics like size, industry, and ownership influence sustainability reporting practices in East African firms."
Investigating the link between socially-responsible HRM and organizational sustainability performance – an HRD perspective,"Neelam Nakra, V. Kashyap",10.1108/ejtd-02-2023-0019,https://doi.org/10.1108/ejtd-02-2023-0019,European Journal of Training and Development,11,2023,Socially-responsible HR practices positively impact organizational sustainability performance in Indian businesses.
Social Reporting by Islamic Banks: The Role of Sharia Supervisory Board and the Effect on Firm Performance,"Rita Wijayanti, D. Setiawan",10.3390/su141710965,https://doi.org/10.3390/su141710965,Sustainability,17,2022,This paper is not relevant to the query about social sustainability reporting readiness in software services.
A Path towards SDGs: Investigation of the Challenges in Adopting 3D Concrete Printing in India,"B. T. Shivendra, Shahaji, Sathvik Sharath Chandra, A. Singh, Rakesh Kumar, Nitin Kumar, Adithya Tantri, Sujay Raghavendra Naganna",10.3390/infrastructures9090166,https://doi.org/10.3390/infrastructures9090166,Infrastructures,7,2024,This paper is not relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
Consequences of corporate sustainability reporting: evidence from an emerging market,R. Swarnapali,10.1108/ijlma-12-2017-0294,https://doi.org/10.1108/ijlma-12-2017-0294,-,19,2020,Corporate sustainability reporting has a positive impact on firm market value and earnings quality in an emerging market.
Implementation of the Global Reporting Initiative Social Sustainability Indicators: A Multi-Case Study Approach Using Brazilian Construction Companies,"G. P. Passos Neto, E. R. Kohlman Rabbani, R. Valdes-Vasquez, L. H. Alencar",10.3390/su14148531,https://doi.org/10.3390/su14148531,Sustainability,5,2022,The paper examines the challenges and drivers of implementing social sustainability reporting using the GRI framework in Brazilian construction companies.
Challenges associated with sustainability accounting and reporting practices: a legitimacy perspective,"Katariina Juusola, Reem Srouji",10.1108/ijlma-06-2022-0113,https://doi.org/10.1108/ijlma-06-2022-0113,International Journal of Law and Management,11,2022,The paper discusses the challenges associated with sustainability accounting and reporting practices from a legitimacy perspective in the Middle East and North Africa region.
Board gender diversity and sustainability reporting quality: a generalized ordered logit approach,"Shubham Singhania, Jagvinder Singh, Deepti Aggrawal, S. Rana",10.1108/k-07-2022-0963,https://doi.org/10.1108/k-07-2022-0963,Kybernetes,8,2023,Gender diversity on corporate boards improves the quality of sustainability reporting.
Stage of development of a country and CSR disclosure – the latent driving forces,"A. Bhatia, Binny Makkar",10.1108/ijlma-03-2020-0068,https://doi.org/10.1108/ijlma-03-2020-0068,-,21,2020,"This paper examines the factors at country, industry, firm, and corporate governance levels that influence corporate social responsibility disclosure, comparing developing and developed countries."
Building a resilient future: collaborative sustainability regulation,"Jovita Shanta Job, Shivi Khanna",10.1093/ce/zkae026,https://doi.org/10.1093/ce/zkae026,Clean Energy,0,2024,This paper examines sustainability reporting frameworks and their role in promoting transparency and sustainable development across countries and sectors.
Factors influencing sustainability aspects in crowdsourced software development: A systematic literature review,"Waqas Haider, Muhammad Ilyas, Shah Khalid, Sikandar Ali",10.1002/smr.2630,https://doi.org/10.1002/smr.2630,J. Softw. Evol. Process.,3,2023,"The paper identifies factors that influence sustainability aspects in crowdsourced software development, including lack of coding standards, crowd knowledge, and coordination."
Corporate social responsibility and sustainable development goals: evidence from responsible business leaders,"Leena S., Balaji K.R.A., Ganesh Kumar R., Prathima K. Bhat, Satya Nandini A.",10.1108/jgr-06-2023-0109,https://doi.org/10.1108/jgr-06-2023-0109,Journal of Global Responsibility,6,2023,This paper examines how Indian public sector companies' CSR initiatives align with the UN Sustainable Development Goals.
"Digital technologies and sustainability accounting, reporting and assurance: framework and research opportunities","Sumit K. Lodhia, Muhammad Bilal Farooq, Umesh Sharma, Rashid Zaman",10.1108/medar-01-2025-2796,https://doi.org/10.1108/medar-01-2025-2796,Meditari Accountancy Research,3,2025,"This paper examines how digital technologies can assist in various aspects of sustainability accounting, reporting and assurance."
The impact of the integrated reporting framework on corporate social responsibility (CSR) disclosures – the case of South African mining companies,"B. Ackers, Susanna Elizabeth Grobbelaar",10.1108/SRJ-12-2020-0508,https://doi.org/10.1108/SRJ-12-2020-0508,Social Responsibility Journal,14,2021,The integrated reporting framework has had a limited impact on corporate social responsibility disclosures in South African mining companies.
Assurance service and performance. Effect of CEO characteristics,"K. Oware, T. Mallikarjunappa",10.1108/medar-03-2020-0802,https://doi.org/10.1108/medar-03-2020-0802,-,5,2020,The paper examines the impact of assurance service providers and CEO characteristics on financial and social performance in an emerging economy.
Modelling the importance of social responsibility standards (ISO 26000:2010) practices adoption in freight transport industry,Aalok Kumar,10.1016/j.jclepro.2022.132861,https://doi.org/10.1016/j.jclepro.2022.132861,Journal of Cleaner Production,8,2022,The paper analyzes the importance of ISO 26000 social responsibility practices for improving sustainability performance in the freight transport industry.
Investigation of factors affecting the readiness for the adoption of sustainable building materials,"M. V. Nguyen, Khanh Duy Ha",10.1108/ecam-12-2023-1268,https://doi.org/10.1108/ecam-12-2023-1268,Engineering Construction and Architectural Management,2,2024,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it investigates factors affecting the adoption of sustainable building materials rather than social sustainability reporting in software services."
Sustainability reporting pathway – Is it a true reflection of organisational safety culture: Insights from oil and gas and process sector of India,Sutapa Pati,10.1016/j.ssci.2022.106006,https://doi.org/10.1016/j.ssci.2022.106006,Safety Science,4,2023,Sustainability reporting in the oil and gas and process sectors of India is inconsistent and does not accurately reflect organizational safety culture.
Corporate social responsibility initiatives and its impact on social license: some empirical perspectives,"Samuel Famiyeh, Disraeli Asante-Darko, A. Kwarteng, D. Gameti, Stephen Awuku Asah",10.1108/SRJ-06-2018-0147,https://doi.org/10.1108/SRJ-06-2018-0147,Social Responsibility Journal,5,2019,"The paper examines the driving forces behind corporate social responsibility (CSR) initiatives and how they influence organizations' ""license to operate"" in the Ghanaian business environment."
Empirical exploration of critical challenges of requirements implementation in global software development,Muhammad Yaseen,10.1002/smr.2604,https://doi.org/10.1002/smr.2604,J. Softw. Evol. Process.,1,2023,This paper is not relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
"Assessment of drivers and barriers in the adoption of Mobility as a Service (MaaS): a case study of Noida, India","Pankaj Kant, Pavan Kumar Machavarapu, Himal Gajjar",10.1080/21650020.2023.2247044,https://doi.org/10.1080/21650020.2023.2247044,"Urban, Planning and Transport Research",5,2023,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services: challenges in drivers"", as it focuses on the assessment of drivers and barriers in the adoption of Mobility as a Service (MaaS) in Noida, India."
"Constructing the ideal SRI (sustainability reporting index) framework for Indonesian market: combined perspectives from rating agencies, academics, and practitioners","S. Firmialy, Y. Nainggolan",10.1108/SRJ-07-2016-0128,https://doi.org/10.1108/SRJ-07-2016-0128,Social Responsibility Journal,13,2019,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It focuses on developing a sustainability reporting index framework for the Indonesian market from the perspectives of rating agencies, academics, and practitioners."
What Drives the Voluntary Environmental Reporting (VER): An Examination of CDP India Firms,"Praveen Kumar, Mohammad Firoz",10.5890/jeam.2019.03.004,https://doi.org/10.5890/jeam.2019.03.004,Journal of Environmental Accounting and Management,16,2019,"This paper examines the determinants of voluntary environmental reporting by Indian firms, but does not address social sustainability reporting in software services."
"Challenges of, and techniques for, materiality determination of non-financial information used by integrated report preparers","A. Lakshan, Mary Low, C. Villiers",10.1108/medar-11-2020-1107,https://doi.org/10.1108/medar-11-2020-1107,Meditari Accountancy Research,19,2021,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers. The paper discusses the challenges and techniques used by integrated report preparers to determine the materiality of non-financial information.
Exploring sector-specific sustainability indicators: a content analysis of sustainability reports in the logistics sector,"C. Jayarathna, Duzgun Agdas, L. Dawes, M. Miska",10.1108/ebr-02-2021-0047,https://doi.org/10.1108/ebr-02-2021-0047,European Business Review,15,2021,"Logistics sector sustainability reports focus more on social and environmental factors than economic performance, indicating inconsistencies in sustainability reporting."
The Social Pillar of ESG: Exploring the Link Between Social Sustainability and Stock Price Synchronicity,"Srikanth Potharla, Surya Kumari Turubilli, Mylavaram Chandra Shekar",10.1177/09746862241236551,https://doi.org/10.1177/09746862241236551,Indian Journal of Corporate Governance,2,2024,The study found that social sustainability aspects of ESG initiatives are positively associated with stock price synchronicity.
Linking sustainability reporting frameworks and sustainable development goals,C. Ștefănescu,10.1108/arj-07-2020-0196,https://doi.org/10.1108/arj-07-2020-0196,Accounting Research Journal,13,2021,The paper explores how sustainability reporting frameworks like Integrated Reporting and GRI can support the achievement of UN Sustainable Development Goals.
Revised guidelines for sustainability reporting: readability and assurance,"Ahmed Elsayed Awad Bakry, Zubir Azhar, K. Kishan",10.1108/md-09-2022-1215,https://doi.org/10.1108/md-09-2022-1215,Management Decision,2,2023,"The readability of corporate social responsibility reporting in Malaysia is reduced after the introduction of new sustainability reporting guidelines, but can be improved through assurance."
Proactive Corporate Sustainability via Social Innovation—A Case Study of the Hennes & Mauritz Grand Challenge in Bangladesh,"Veronika Tarnovskaya, S. Hånell, Daniel Tolstoy",10.3390/su14020599,https://doi.org/10.3390/su14020599,Sustainability,7,2022,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It discusses how a multinational enterprise can use social innovations to drive change and solve grand challenges in an emerging market context.
Investigating social sustainability practices in global supply networks: A fuzzy-set qualitative comparative analysis,"Mohammad Najjar, Mahmoud M. Yasin, Marta Zorzini Bell, David Bell",10.1016/j.jclepro.2024.141590,https://doi.org/10.1016/j.jclepro.2024.141590,Journal of Cleaner Production,3,2024,The paper investigates the adoption and influence of social sustainability practices on firm and supplier performance in global supply networks.
Editorial,R. Singh,10.1108/jibr-06-2019-296,https://doi.org/10.1108/jibr-06-2019-296,Journal of Indian Business Research,0,2019,"This editorial provides an overview of articles in a special issue on sustainability, but does not directly address the challenges and drivers of social sustainability reporting readiness in software services."
Spanish SME companies’ readiness for European sustainability reporting standards compliance,"Patricia Milanés-Montero, Ana Fialho, Leonor Fernandes Ferreira, Esteban Pérez-Calderón",10.1108/jgr-12-2024-0257,https://doi.org/10.1108/jgr-12-2024-0257,Journal of Global Responsibility,0,2025,"The paper examines the readiness of Spanish SMEs to comply with upcoming European sustainability reporting standards, finding generally low levels of voluntary sustainability disclosure."
Micro-Level CSR as a New Organizational Value for Social Sustainability Formation: A Study of Healthcare Sector in GCC Region,Esra AlDhaen,10.3390/su141912256,https://doi.org/10.3390/su141912256,Sustainability,7,2022,"Micro-level corporate social responsibility positively influences organizational social sustainability, with ethical and environmental dimensions being the strongest drivers."
Lessons Learned from Developing a Sustainability Awareness Framework for Software Engineering Using Design Science,"Stefanie Betz, Birgit Penzenstadler, Leticia Duboc, R. Chitchyan, S. Koçak, Ian Brooks, Shola Oyedeji, J. Porras, Norbert Seyff, C. Venters",10.1145/3649597,https://doi.org/10.1145/3649597,ACM Transactions on Software Engineering and Methodology,9,2024,The paper discusses the challenges faced in developing a framework to help software engineers consider sustainability effects during system development.
"Corporate social responsibility report readability, credit ratings and cost of borrowing","Kun Yu, Priya S. Garg",10.1108/raf-11-2021-0322,https://doi.org/10.1108/raf-11-2021-0322,Review of Accounting and Finance,12,2022,"More readable CSR reports are associated with higher credit ratings and lower borrowing costs, suggesting their importance in reducing information risk in credit markets."
Determinants and Value Relevance of Voluntary Assurance of Sustainability Reports in a Mandatory Reporting Context: Evidence from Europe,"Heidi Vander Bauwhede, P. Van Cauwenberge",10.3390/su14159795,https://doi.org/10.3390/su14159795,Sustainability,13,2022,The paper examines the determinants and value relevance of voluntary sustainability report assurance in a mandatory reporting context in Europe.
Do sustainability reporting standards affect analysts’ forecast accuracy?,"S. Pizzi, F. Caputo, Elbano de Nuccio",10.1108/sampj-04-2023-0227,https://doi.org/10.1108/sampj-04-2023-0227,"Sustainability Accounting, Management and Policy Journal",14,2024,"The proliferation of sustainability reports mitigates the signaling effects of ESG information disclosure, highlighting the need to enhance reporting standards' interoperability."
Empirical Validation of Software Integration Practices in Global Software Development,"Muhammad Ilyas, S. Khan, Nasir Rashid",10.1007/s42979-020-00175-2,https://doi.org/10.1007/s42979-020-00175-2,SN Computer Science,10,2020,This paper is not relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
Barriers to corporate social responsibility: an Indian SME perspective,"Sushil Kumar Dixit, S. Priya",10.1108/ijoem-02-2021-0294,https://doi.org/10.1108/ijoem-02-2021-0294,International Journal of Emerging Markets,10,2021,"The paper identifies barriers to corporate social responsibility engagement by Indian SMEs, including limited information, knowledge, and perceived benefits."
Factors influencing adoption of e-services in rural India – perspectives of consumers and service providers,"Arghya Ray, P. Bala, Shilpee A. Dasgupta, N. Sivasankaran",10.1108/JIBR-11-2018-0295,https://doi.org/10.1108/JIBR-11-2018-0295,Journal of Indian Business Research,6,2019,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It explores factors influencing adoption of e-services in rural India from the perspectives of consumers and service providers.
"The Sustainability of Ready to Drink Water: Local Government Preparedness in Malang, Indonesia","Asti Amelia Novita, Damas Dwi Anggoro, Lestari Eko Wahyudi, Moh. Sholichin",10.13189/eer.2024.120210,https://doi.org/10.13189/eer.2024.120210,Environment and Ecology Research,1,2024,"This paper is not relevant to the query about social sustainability reporting readiness in software services. It discusses the preparedness of local government in Malang, Indonesia to manage ready-to-drink water access and quality."
Does social reporting matter? Empirical evidence,"A. Sarea, M. Salami",10.1108/JFRC-09-2020-0088,https://doi.org/10.1108/JFRC-09-2020-0088,-,13,2021,This paper is not relevant to the query about social sustainability reporting readiness in software services.
"Unveiling redundancy in environmental, social, and governance reporting framework in India: an exploratory study","Renu Devi, Mohammad Firoz, R. Saravanan",10.1108/sampj-10-2023-0786,https://doi.org/10.1108/sampj-10-2023-0786,"Sustainability Accounting, Management and Policy Journal",1,2024,"The paper explores redundancy in mandatory non-financial reporting requirements in India, finding overlap between sustainability reporting and other regulatory disclosures."
"Sustainable Software Engineering: Concepts, Challenges, and Vision","C. König, Daniel J. Lang, Ina Schaefer",10.1145/3709352,https://doi.org/10.1145/3709352,ACM Transactions on Software Engineering and Methodology,1,2024,The paper discusses the challenges and vision for sustainable software engineering to address global sustainability issues.
Sustainability Reporting and Organisational Factors,"Ramona Zharfpeykan, D. Askarany",10.3390/jrfm16030163,https://doi.org/10.3390/jrfm16030163,Journal of Risk and Financial Management,6,2023,"The paper examines factors influencing sustainability reporting, including industry, size, ownership, and organizational perspective."
Evaluation of challenges for sustainable transformation of Qatar oil and gas industry: A graph theoretic and matrix approach,"Redouane Sarrakh, S. Renukappa, S. Suresh",10.1016/j.enpol.2021.112766,https://doi.org/10.1016/j.enpol.2021.112766,Energy Policy,9,2022,"This paper is not relevant to the query about social sustainability reporting readiness in software services, as it focuses on challenges in the oil and gas industry in Qatar."
Shifting perspectives: unveiling the dual nature of sustainability materiality in integrated reports,"N. Setia, S. Abhayawansa, Mahesh Joshi, Nandana Wasantha Pathiranage",10.1108/medar-08-2023-2128,https://doi.org/10.1108/medar-08-2023-2128,Meditari Accountancy Research,11,2024,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers. The paper examines the influence of the Integrated Reporting Framework on the disclosure of financially- and impact-material sustainability-related information in integrated reports.
The decade long story of gender equality and female empowerment: a case study of corporate disclosures in Saudi Arabia,Wafa Al-Nasrallah,10.1108/sampj-04-2022-0193,https://doi.org/10.1108/sampj-04-2022-0193,"Sustainability Accounting, Management and Policy Journal",11,2023,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on gender equality and female empowerment disclosures in corporate reports in Saudi Arabia."
Supply-side Readiness for Universal Health Coverage: Assessing Service Availability and Barriers in Remote and Fragile Setting,"Veenapani Rajeev Verma, U. Dash",10.1177/09720634211035211,https://doi.org/10.1177/09720634211035211,Journal of Health Management,4,2019,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on evaluating service readiness and barriers in rural, remote and fragile healthcare settings in India."
Understanding inhibitors to XBRL adoption: an empirical investigation,"Harmandeep Singh, Arwinder Singh",10.1108/arj-05-2021-0144,https://doi.org/10.1108/arj-05-2021-0144,Accounting Research Journal,9,2021,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on inhibitors to XBRL adoption among chartered accountants in India."
IFRS and ESG Disclosure in Indian Corporate Sector,"Ajit Dayanandan, H. Donker, Sudershan Kuntluru",10.1177/09726527231197328,https://doi.org/10.1177/09726527231197328,Journal of Emerging Market Finance,5,2023,The paper examines the impact of IFRS adoption on ESG disclosures in the Indian corporate sector.
Analysis of Social Sustainability Information in a Global Context According to the New Global Reporting Initiative 400 Social Standards,"Isabel Gallego‐Álvarez, M. Lozano, Miguel Rodríguez‐Rosa",10.3390/su11247073,https://doi.org/10.3390/su11247073,Sustainability,8,2019,The paper analyzes social sustainability disclosure by companies globally according to the new GRI 400 social standards.
Reporting of Corporate Social Responsibility Practices : An Evidence from Indian BSE-Listed Companies,"Vikas Behal, Munish Gupta",10.17010/pijom/2022/v15i3/165633,https://doi.org/10.17010/pijom/2022/v15i3/165633,Prabandhan Indian Journal of Management,3,2022,"The paper examines the reporting of corporate social responsibility practices among BSE-listed companies in India, but does not address challenges or drivers related to social sustainability reporting readiness in software services."
Sustainability assurance and provider choice: a meta-regression analysis,"D. Hay, Michael Kend, Laura Sierra‐García, N. Subramaniam",10.1108/sampj-08-2022-0405,https://doi.org/10.1108/sampj-08-2022-0405,"Sustainability Accounting, Management and Policy Journal",5,2023,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers. The paper focuses on the determinants of sustainability assurance reports and the choice of assurance provider quality.
Comparing Sustainable Procurement in Green Supply Chain Practices Across Indian Manufacturing and Service Sectors,"A. Upadhyay, Sheetal, M. Khan",10.1177/22785337221148827,https://doi.org/10.1177/22785337221148827,Business Perspectives and Research,2,2023,The paper compares sustainable procurement practices in green supply chain management across Indian manufacturing and service sectors.
The Influence of Financial Indicators on Vietnamese Enterprise’s Sustainability Reports Disclosing Process,"Nguyen Thi Mai Anh, Nguyen Thanh An, Nguyen Thi Minh Ngoc, Vu Ngoc Xuan",10.3390/jrfm17040146,https://doi.org/10.3390/jrfm17040146,Journal of Risk and Financial Management,2,2024,"Financial indicators like asset turnover, return on equity, and debt-to-equity ratio influence the quality and extent of sustainability reporting by Vietnamese companies."
"Big Data Analytics Capabilities, Sustainability Reporting on Social Media, and Competitive Advantage: An Exploratory Study","Fareyha Said, Azlina Abdul Jalil, D. Zainal",10.22452/ajba.vol16no1.5,https://doi.org/10.22452/ajba.vol16no1.5,Asian Journal of Business and Accounting,4,2023,"Big data analytics capabilities positively impact sustainability reporting on social media, which in turn enhances competitive advantage."
"Managing Trade‐Offs Between Environmental, Social, Governance and Financial Sustainability in State‐Owned Enterprises: Insights from an Emerging Market","A. Adebayo, B. Ackers",10.1111/auar.12415,https://doi.org/10.1111/auar.12415,Australian Accounting Review,5,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on how state-owned enterprises in South Africa balance environmental, social, governance and financial sustainability."
Sustainability reporting in Indo-Pacific countries: an integrative response to local and global frameworks,"Wei Qian, Dinithi Dissanayake, Shane Leong, S. Kuruppu, C. Tilt",10.1108/medar-06-2024-2540,https://doi.org/10.1108/medar-06-2024-2540,Meditari Accountancy Research,1,2025,"This paper examines sustainability reporting practices in the Indo-Pacific region, finding an integrative approach that harmonizes global standards with diverse local reporting norms."
Integrated reporting adoption in SMEs: incentives and disincentives,"Omar Hassan Ali Nada, Z. Győri",10.1108/jfra-02-2024-0082,https://doi.org/10.1108/jfra-02-2024-0082,Journal of Financial Reporting & Accounting,2,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on the drivers and challenges of integrated reporting adoption in SMEs."
Sustainable development goals: investigation of the driving forces underlying the narratives in integrated reports,"R. Grassa, Rofayda Elhout, Rashed Rafeea, Omar Yousuf Hassan, Saqer Humaid Al Suwaidi",10.1108/sbr-08-2024-0283,https://doi.org/10.1108/sbr-08-2024-0283,Society and Business Review,0,2025,"The paper examines the factors that drive sustainability reporting, including ownership structures and board characteristics, in the context of UAE-listed companies."
Sustainable development goals: Sustainability reporting challenges in the United Arab Emirates context,"Tariq Elrazaz, Ahmed Shaker Samaan, Moataz Elmassri",10.1002/sd.2832,https://doi.org/10.1002/sd.2832,Sustainable Development,2,2023,Mandatory sustainability reporting in the UAE leads to symbolic rather than substantive integration of sustainable development goals.
Climate-related financial disclosure in integrated reporting: what is the impact on the business model? The case of Poste Italiane,"Graziana Galeone, Grazia Onorato, Matilda Shini, Vittorio Dell’Atti",10.1108/arj-04-2022-0107,https://doi.org/10.1108/arj-04-2022-0107,Accounting Research Journal,12,2023,The paper discusses the need for companies to reconfigure their business models and reporting to align with sustainability and climate change goals.
Do board and ownership factors affect Chinese companies in reporting sustainability development goals?,"Yuan Jiang, Emma García‐Meca, Jennifer Martínez‐Ferrero",10.1108/md-01-2023-0113,https://doi.org/10.1108/md-01-2023-0113,Management Decision,10,2023,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. The paper examines the impact of board and ownership factors on Chinese companies' reporting of sustainability development goals.
Exploring Multi-level Drivers of Accountants’ Opinions on the Changes Introduced by the Corporate Sustainability Reporting Directive,"Joanna Krasodomska, E. Zarzycka, Paweł Zieniuk",10.1080/17449480.2024.2382205,https://doi.org/10.1080/17449480.2024.2382205,Accounting in Europe,5,2024,"Drivers at transnational, organizational, and individual levels positively influence accountants' support for expanded and mandatory sustainability reporting."
The transition toward sustainability of airport operators. Evidence from Italy,"Antonio Thomas, G. Scandurra",10.1016/j.jairtraman.2023.102470,https://doi.org/10.1016/j.jairtraman.2023.102470,Journal of Air Transport Management,3,2023,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on sustainability reporting by Italian airport operators."
Does the rhetoric art in sustainability reports obstruct the assurance practice?,"Yosra Mnif, Jihene Kchaou",10.1108/ara-08-2022-0202,https://doi.org/10.1108/ara-08-2022-0202,Asian Review of Accounting,4,2023,"Poor sustainability reporting readability is associated with longer assurance delays, especially when the assurance provider is an accounting firm."
Indian mining industry: A balancing act? Social accounting and the path to sustainable corporate social responsibility,"Trilochana Dash, C. K. Sahoo",10.1002/csr.2968,https://doi.org/10.1002/csr.2968,Corporate Social Responsibility and Environmental Management,1,2024,This paper is not relevant to the query about social sustainability reporting readiness in software services.
Dual institutional embeddedness and home country CSR Engagement: Evidence from Indian MNEs,"S. Sahasranamam, Bindu Arya, K. Mukundhan",10.1016/j.jbusres.2021.12.003,https://doi.org/10.1016/j.jbusres.2021.12.003,Journal of business research,12,2022,The paper is not directly relevant to the query about social sustainability reporting readiness in software services and the challenges and drivers.
The impact of sustainability governance attributes on comprehensive CSR reporting: A developing country setting,"Waris Ali, Zeeshan Mahmood, Jeffrey Wilson, Hina Ismail",10.1002/csr.2677,https://doi.org/10.1002/csr.2677,Corporate Social Responsibility and Environmental Management,11,2023,Sustainability governance attributes like committees and policies positively impact comprehensive CSR reporting in developing countries.
"Stock market reaction to mandatory sustainability reporting: Does carbon‐intensity and environmental, social, and governance reputation matter?","Dharen Kumar Pandey, Waleed M. Al‐ahdal, H. Hashim",10.1002/bse.3952,https://doi.org/10.1002/bse.3952,Business Strategy and the Environment,5,2024,"The paper examines the stock market reaction to mandatory sustainability reporting, finding that carbon-intensive firms are positively impacted while high ESG performance is negatively associated with the event-induced returns."
A quantifiable quality enabled servitisation model: benchmarking Indian automobile manufacturers,"B. Mishra, B. Mahanty, J. Thakkar",10.1080/00207543.2020.1736721,https://doi.org/10.1080/00207543.2020.1736721,International Journal of Production Research,12,2020,This paper is not relevant to the query about social sustainability reporting readiness in software services.
Readiness assessment in flood risk management and climate adaptation: A mechanism for social innovation?,"Rhys Kelly, U. Kelly",10.1111/jfr3.12915,https://doi.org/10.1111/jfr3.12915,Journal of Flood Risk Management,3,2023,This paper is not relevant to the query about social sustainability reporting readiness in software services.
Financial disclosure quality and sustainability disclosure quality. A case in China,"Indra Abeysekera, Feng Li, Yingjun Lu",10.1371/journal.pone.0250884,https://doi.org/10.1371/journal.pone.0250884,PLoS ONE,12,2021,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
Collaborative corporate social responsibility praxis: case studies from India,"Meena Chavan, Sunaina Gowan, Joanna Vogeley",10.1108/srj-06-2021-0216,https://doi.org/10.1108/srj-06-2021-0216,Social Responsibility Journal,8,2022,The paper examines how corporate social responsibility initiatives between a multinational firm and an NGO in India have been leveraged to combat issues during the COVID-19 pandemic.
Sustainable Development Goals and Small and Medium Enterprises: A Comparative Study of Emerging Economies and Sub-Saharan Africa,Nana Boakye Oppong,10.1177/09721509221087848,https://doi.org/10.1177/09721509221087848,Global Business Review,8,2022,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
Corporate Social Responsibility Practices: A Strategy for Indian Startups to Sustain,"Rashi Malpani, Anupam Ghosh",10.1177/22785337211070357,https://doi.org/10.1177/22785337211070357,Business Perspectives and Research,4,2022,"CSR practices are integral to the long-term sustainability of startups, but startups face challenges in effectively adopting these practices."
BUILDING SOCIAL SUSTAINABILITY OF PHARMACEUTICAL INDUSTRY THROUGH INDUSTRY 4.0 IMPLEMENTATION,Djunaedi Djunaedi,10.17512/pjms.2019.20.1.13,https://doi.org/10.17512/pjms.2019.20.1.13,Polish Journal of Management Studies,3,2019,The paper examines how Industry 4.0 implementation can enhance the impact of information-intensive services and supply chain integration on social sustainability performance in the pharmaceutical industry.
