standard,year,topic2,topic3,company_name,company_isin,req_type,comp_name,exists,value,material
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,main types of work-related injury for employees,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of part-time employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,human rights,GFT Technologies,DE0005800601,mandatory,status of incidents and/or complaints and actions taken with reference to incidents reviewed by the undertaking,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"where applicable the percentage of own workforce who are covered by the undertaking's health and safety management based on legal requirements and/or recognised standards or guidelines (in headcount), broken down between employees and non-employees in the undertaking's own workforce",False,,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,total number of employees entitled to parental leave,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"whether and, if so, why any workers have been excluded from this disclosure (of work-related injuries)",False,,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,type and scope of programs implemented and assistance provided to upgrade employee skills,True,"Our in-house “Inclusive Coding” community with around 100 developers is currently driving this topic forward. Launched in 2020, our GreenCoding initiative focuses on resource-efficient software programming and operation and helps raise awareness of this important topic through training.",True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of part-time employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"any contextual information necessary to understand how the data regarding work-related ill-health (GRI 403.10) have been compiled, such as any standards, methodologies, and assumptions used.",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,describe significant fluctuations in the number of employees during the reporting period and between reporting periods,True,"In the Continental Europe segment, year-end headcount rose by 11% to 4,492 (31 December 2022: 4,041). This trend primarily reflects the significant growth in Germany following the acquisition of targens with 247 employees, as well as the increase in headcount in Italy, Spain and France as a result of the positive business development in almost all of GFT’s European target markets",True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of new employee hires during the reporting period by region,False,,True
gri_v2,2023,own workforce metrics,compensation,GFT Technologies,DE0005800601,mandatory,"ratio of the basic salary of women to men for each level (such as: senior, middle management) , by significant locations of operation",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of permanent employees by headcount,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of employees in the prior period by head count,True,8929,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,total number of employees that returned to work after parental leave ended that were still employed 12 months after their return to work,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of individuals within the organization's governance bodies (committee or board responsible for the strategic guidance of the organization, the effective monitoring of management, and the accountability of management to the broader organization and its stakeholders such as board of directors, management committee or similar body for a non-corporate organization) by gender",True,"Administrative Board: male: 0.57, female: 0.43",True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of new employee hires during the reporting period by age group,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of non-guaranteed hours employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of employee turnover during the reporting period by region,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"whether and, if so, why any workers have been excluded from this disclosure (of work-related ill-health)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,rate of employee turnover during the reporting period by age group,False,,True
gri_v2,2023,own workforce metrics,collective bargaining and social dialogue,GFT Technologies,DE0005800601,mandatory,percentage of total employees covered by collective bargaining agreements ((number of employees covered by collective bargaining agreements)/(number of employees)*100),False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of high-consequence work-related injuries (excl. fatalities) for employees,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of permanent employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,average number of training hours per employee by gender,False,,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,"average number of training hours per employee breakdown by function (such as technical, administrative, production)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of permanent employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of employee turnover during the reporting period by age group,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,rate of fatalities as a result of work-related injuries for non-employee workers,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,description of the most common types of non-employees,True,freelancers; external IT experts,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"whether and, if so, why any workers have been excluded from this disclosure (of a health and safety management system)",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"percentage of own workforce covered by the health and safety management of the company based on legal requirements, recognised standards or guidelines (in headcount)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,disclosure whether the non-employee numbers are reported in head count or full-time equivalent (FTE) (including an explanation of how FTE is defined),False,,True
gri_v2,2023,own workforce metrics,collective bargaining and social dialogue,GFT Technologies,DE0005800601,mandatory,minimum number of weeks' notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,rate of fatalities as a result of work-related injuries for employees (with calculation basis 200.000/1.000.000),False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,rate of high-consequence work-related injuries (excl. fatalities) for employees (with calculation basis 200.000/1.000.000),False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of employees per level (such as: senior, middle management) and by other indicators of diversity (such as minority or vulnerable group)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of employees in the prior period by full time equivalents (FTE),True,8842,True
gri_v2,2023,own workforce metrics,collective bargaining and social dialogue,GFT Technologies,DE0005800601,mandatory,description of whether the undertaking determines the working conditions and terms of employment of employees not covered by collective bargaining agreements based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other undertakings,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of fatalities as a result of work-related ill health,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,rate of new employee hires during the reporting period by gender,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of new employee hires during the reporting period by gender,True,2052,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of full-time employees by head count,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,rate of new employee hires during the reporting period by region,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of non-guaranteed hours employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"the total number of temporary employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,compensation,GFT Technologies,DE0005800601,mandatory,"any contextual information necessary to understand the ""renumeration"" data and how it has been compiled (methodology)",True,"The remuneration amount depends on the activities, function and responsibility of the employee. In addition to basic salary, remuneration also includes location specific employer benefits",True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,"total number of employees that took parental leave, broken down by gender",True,male: 809; female: 216,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,describe significant fluctuations in the number of workers who are not employees during the reporting period and between reporting periods,True,The proportion of external IT experts who provided project-related support for our core business was 11% (2022: 15%; 2021: 10%),True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of temporary employees by FTE,True,183,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,a description of the assumptions used to compile the non-employee data,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of employees per level (such as: senior, middle management) and by age group (<30 years old; 30-50 years old; > 50 years old)",False,,True
gri_v2,2023,own workforce metrics,compensation,GFT Technologies,DE0005800601,mandatory,"ratio of the remuneration of women to men for each function (such as technical, administrative, production), by significant locations of operation",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of full-time employees by full time equivalents (FTE),False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of employees per function (such as technical, administrative, production) and by age group (<30 years old; 30-50 years old; > 50 years old)",False,,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,"rate of employees that returned to work in the reporting period after parental leave ended, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"externally audited percentage of own workforce covered by a health and safety management system based on legal requirements, recognised standards or guidelines",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"number of cases of recordable work-related ill health, subject to legal restrictions on the collection of data with regard to the undertaking's employees",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"any contextual information necessary to understand how the data regarding the health and safety management system (GRI 403.8) have been compiled, such as any standards, methodologies, and assumptions used.",True,"The Group-wide GFT Health & Safety Policy is dedicated to promoting the health and well-being of our employees and preventing health risks. Due to varying national regulations, there is no Group-wide health management programme, but all national companies offer health-related measures, such as subsidies for insurance plans, check-ups, medical services and offers for external sports facilities.",True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of non-guaranteed hours employees, breakdown by region by FTE (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of people in its workforce who are covered by a health and safety management system which is based on legal requirements and/or recognised standards or guidelines and which has been internally audited,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of full-time employees, breakdown by region by FTE (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,human rights,GFT Technologies,DE0005800601,mandatory,total number of incidents of discrimination (including harassment) reported in the reporting period,True,1,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,"percentage of employees that participated in regular performance and career development reviews, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,compensation,GFT Technologies,DE0005800601,mandatory,how a 'significant location of operation' is defined for 405-2 (related to ratio of basic salary and remuneration),False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of permanent employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,disclosure whether the non-employee numbers are reported at the end of the reporting period; as an average across the reporting period; or using another methodology,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of non-guaranteed hours employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of non-guaranteed hours employees by FTE,False,,True
gri_v2,2023,own workforce metrics,human rights,GFT Technologies,DE0005800601,mandatory,"status of incidents and/or complaints and actions taken with reference to remediation plans that have been implemented, with results reviewed through routine internal management review processes",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"if any workers have been excluded from the disclosure (of work-related injuries), the types of workers excluded",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"if any workers have been excluded from the disclosure (of work-related ill-health), the types of workers excluded",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,rate of employee turnover during the reporting period by gender,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of permanent employees by FTE,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"number of fatalities as a result of work-related injuries, where applicable broken down between employees and non-employees in the undertaking's own workforce",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of temporary employees by head count,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of part-time employees, breakdown by region by FTE (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,how a 'significant location of operation' is defined for 401-2a,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of recordable work-related accidents breakdown between employees and non-employees in the undertaking's own workforce,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of full-time employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,transition assistance programs provided to facilitate continued employability (such as retraining for those intending to continue working; job placement services),False,,True
gri_v2,2023,own workforce metrics,human rights,GFT Technologies,DE0005800601,mandatory,status of incidents and/or complaints and actions taken with reference to remediation plans being implemented,False,,True
gri_v2,2023,own workforce metrics,collective bargaining and social dialogue,GFT Technologies,DE0005800601,mandatory,"if the organization has a collective bargaining agreement, a report whether the notice period and provisions for consultation and negotiation are specified in collective agreements",False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"externally certified percentage of own workforce covered by a health and safety management system based on legal requirements, recognised standards or guidelines",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of part-time employees by FTE,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of people in its workforce who are covered by the undertaking's health and safety management system based on legal requirements and/or recognised standards or guidelines,False,,True
gri_v2,2023,own workforce metrics,compensation,GFT Technologies,DE0005800601,mandatory,"ratio of the basic salary of women to men for each function (such as technical, administrative, production) , by significant locations of operation",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,a description of the assumptions used to compile the employee data,True,part-time staff are included on a prorated basis,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,a description of the methodologies used to compile the non-employee data,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of permanent employees, breakdown by region by FTE (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,percentage of employees that participated in regular performance and career development reviews,True,80.00,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"if any workers have been excluded from the disclosure (of a health and safety management system), the types of workers excluded",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of individuals within the organization's governance bodies (committee or board responsible for the strategic guidance of the organization, the effective monitoring of management, and the accountability of management to the broader organization and its stakeholders such as board of directors, management committee or similar body for a non-corporate organization) by other indicators of diversity (such as minority or vulnerable group)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of new employee hires during the reporting period,True,2052,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of recordable work-related accidents,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"rate of recordable work-related accidents (injuries), where applicable broken down between employees and non-employees in the undertaking's own workforce (per 1.000.000 working hours)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of temporary employees, breakdown by region by FTE (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of full-time employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of employee breakdown by region by headcount,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of employees per function (such as technical, administrative, production) and by gender",True,data_too_long_to_display,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,"rate of recordable work-related accidents (injurys), where applicable broken down between employees and non-employees in the undertaking's own workforce (per 200.000 working hours)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,rate of employee turnover in the prior period,False,,True
gri_v2,2023,own workforce metrics,compensation,GFT Technologies,DE0005800601,mandatory,ratio of the percentage increase in annual total compensation for the organization’s highest-paid individual to the median percentage increase in annual total compensation for all employees (excluding the highest-paid individual),False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,rate of new employee hires during the reporting period,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of full-time employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of temporary employees, breakdown by region by head count (Region A; Region B)",False,,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,rate of employees that returned to work in the reporting period after parental leave ended that were still employed 12 months after their return to work,False,,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,rate of recordable work-related accidents (injuries) (per 1.000.000 working hours),False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,a description of the methodologies used to compile the employee data,True,The figures displayed here are calculated on the basis of full-time employees,True
gri_v2,2023,own workforce metrics,training,GFT Technologies,DE0005800601,mandatory,"average number of training hours per employee breakdown by level (such as senior management, middle management)",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,total number of employees in the reporting period by full time equivalents (FTE),True,9134,True
gri_v2,2023,own workforce metrics,health and safety,GFT Technologies,DE0005800601,mandatory,number of high-consequence work-related injuries (excl. fatalities) for non-employee workers,False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"percentage of employees per level (such as: senior, middle management) and by gender",True,data_too_long_to_display,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,disclosure whether the employee numbers are reported: at the end of the reporting period; as an average across the reporting period; or using another methodology,True,as of 31 December 2023,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,"total number of employees entitled to parental leave, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,"total number of employees that returned to work in the reporting period after parental leave ended, broken down by gender",False,,True
gri_v2,2023,own workforce metrics,characteristics,GFT Technologies,DE0005800601,mandatory,"total number of part-time employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
gri_v2,2023,own workforce metrics,work-life balance,GFT Technologies,DE0005800601,mandatory,total number of employees that took parental leave,True,1025,True
esrs_v2,2023,own workforce metrics,human rights,Dassault Systemes,FR0014003TT8,mandatory,number of severe human rights incidents connected to the undertaking's workforce in the reporting period,False,,True
esrs_v2,2023,own workforce metrics,human rights,Dassault Systemes,FR0014003TT8,mandatory,"a reconciliation of the monetary amounts (fines, penalties and compensation for damages) from severe human rights incidents disclosed with the most relevant amount presented in the financial statements",False,,True
esrs_v2,2023,own workforce metrics,training,Dassault Systemes,FR0014003TT8,voluntary,"average number of training hours per employee breakdown by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,"where data concerning non-employees is not available, the estimate number of non-employee data in combination with reporting the data unavailability",False,,True
esrs_v2,2023,own workforce metrics,training,Dassault Systemes,FR0014003TT8,voluntary,"average number of training hours per non-employee breakdown by function (such as technical, administrative, production)",False,,True
esrs_v2,2023,own workforce metrics,work-life balance,Dassault Systemes,FR0014003TT8,mandatory,"whether all of the undertaking’s employees are entitled to family-related leave (maternity, paternity, parental or career’s leave) through social policy and/or collective bargaining agreements",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,"gender distribution at top management in the reporting period,  in number",False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,voluntary,"annual total remuneration ratio of the highest paid individual to the median annual total remuneration for all employees (excluding the highest paid individual) adjusted for purchasing power differences between countries, in which case it shall report the methodology used for the calculation",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,voluntary,description of the most common types of non-employees,False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,mandatory,disclosure whether all its employees are covered by social protection against loss of income due to unemployment starting from when the own worker is working for the undertaking through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,voluntary,disclosure whether all its non-employees are covered by social protection against loss of income due to parental leave through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,voluntary,"total number of temporary employees, breakdown by region by FTE (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Dassault Systemes,FR0014003TT8,mandatory,percentage of total employees covered by collective bargaining agreements ((number of employees covered by collective bargaining agreements)/(number of employees)*100),False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,"total number of non-guaranteed hours employees, breakdown by gender by FTE (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,total number of employees who left the undertaking during the reporting period,False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,voluntary,"gender pay gap between employees by function (such as technical, administrative, production) broken down by complementary components",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,voluntary,total number of full-time employees by head count,False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,voluntary,"disclosure whether all its non-employees are paid an adequate wage, in line with applicable benchmarks",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,"total number of permanent employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,human rights,Dassault Systemes,FR0014003TT8,mandatory,"total amount of fines, penalties and compensation for damages for incidents that are cases on non-respect of the UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,disclosure whether the non-employee numbers are reported at the end of the reporting period; as an average across the reporting period; or using another methodology,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Dassault Systemes,FR0014003TT8,voluntary,"number of fatalities as a result of work-related ill health with regard to others workers working on the undertaking's sites, such as value chain workers if they are working on the undertaking's sites",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,voluntary,"total number of part-time employees, breakdown by gender by head count (male; female; other; not reported)",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,a description of the assumptions used to compile the employee data,True,"Data relating to new hires and departures are also determined according to this rule, and are extracted from the human resources and financial management software of all the Company’s entities",True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,voluntary,"total number of temporary employees, breakdown by region by head count (Region A; Region B)",False,,True
esrs_v2,2023,own workforce metrics,collective bargaining and social dialogue,Dassault Systemes,FR0014003TT8,voluntary,"disclosure of the extent to which the working conditions and terms of employment of non-employees in its own workforce are determined or influenced by collective bargaining agreements, including an estimate of the coverage rate",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,distribution of employees by age group over 50 years old in percentage,False,,True
esrs_v2,2023,own workforce metrics,training,Dassault Systemes,FR0014003TT8,mandatory,average number of training hours per employee,True,23.10,True
esrs_v2,2023,own workforce metrics,health and safety,Dassault Systemes,FR0014003TT8,mandatory,"number of fatalities as a result of work-related injuries and work-related ill-health with regard to others workers working on the undertaking's sites, such as value chain workers if they are working on the undertaking's sites",False,,True
esrs_v2,2023,own workforce metrics,human rights,Dassault Systemes,FR0014003TT8,mandatory,"contextual information necessary to understand the data regarding work-related incidents, complaints and severe human rights impacts and how it has been compiled",False,,True
esrs_v2,2023,own workforce metrics,health and safety,Dassault Systemes,FR0014003TT8,mandatory,"rate of recordable work-related accidents (injuries), where applicable broken down between employees and non-employees in the undertaking's own workforce (per 1.000.000 working hours)",False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,voluntary,disclosure whether all its non-employees are covered by social protection against loss of income due to employment injury and acquired disability through public or private programs,False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,voluntary,"gender pay gap between employees by level (such as senior management, middle management) broken down by complementary components",False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,mandatory,"any contextual information necessary to understand other changes to the underlying ""renumeration"" data that are to be considered",True,"In addition to these priority actions as described above, the Board of Directors has included a multi‑criterai ESG indicator in the performance criteria used to determine the annual variable compensation of its Chief Executive Officer and Executive Committee members (see paragraphs 5.1.3 “Compensation Policy for Corporate Officers (Mandataires Sociaux)” and 5.1.4 “Summary of the Compensation and Benefits due to Corporate Officers”).",True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,total number of permanent employees by headcount,False,,True
esrs_v2,2023,own workforce metrics,training,Dassault Systemes,FR0014003TT8,mandatory,percentage of employees that participated in regular performance and career development reviews,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Dassault Systemes,FR0014003TT8,voluntary,"internally audited percentage of own workforce covered by a health and safety management system based on legal requirements, recognised standards or guidelines",False,,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,mandatory,gender pay gap (difference of average pay levels between female and male employees) as percentage of the average pay level of male employees,False,,True
esrs_v2,2023,own workforce metrics,work-life balance,Dassault Systemes,FR0014003TT8,mandatory,"percentage of employees entitled to take family-related leave, if not all of the undertaking’s employees are entitled to family-related leave through social policy and/or collective bargaining agreements",True,maternity leave: 90.00; paternity leave: 60.00,True
esrs_v2,2023,own workforce metrics,compensation,Dassault Systemes,FR0014003TT8,mandatory,annual total remuneration ratio of the highest paid individual to the median annual total remuneration for all employees (excluding the highest paid individual),True,34.20,True
esrs_v2,2023,own workforce metrics,human rights,Dassault Systemes,FR0014003TT8,mandatory,"number of complaints filed to the National Contact Points for OECD Multinational Enterprises related to working conditions, equal treatment and opportunities for all and other work-related rights",False,,True
esrs_v2,2023,own workforce metrics,characteristics,Dassault Systemes,FR0014003TT8,mandatory,distribution of employees by age group under 30 years old in number,False,,True
esrs_v2,2023,own workforce metrics,health and safety,Dassault Systemes,FR0014003TT8,mandatory,rate of recordable work-related accidents (injuries) (per 1.000.000 working hours),False,,True
